# MKBOXPRO + STEVAL-MKI242A 

time[us],vAFE[mV]
282752011,-0.308
282756531,0.000
282760164,-6.410
282764683,-2.256
282768298,-1.385
282772819,1.385
282776453,1.385
282777362,-5.487
282781022,-5.128
282785542,-0.872
282789160,-0.462
282793683,-3.487
282798204,-4.359
282801834,-0.462
282806356,-2.462
282809979,-5.590
282814483,-1.282
282819004,0.564
282820850,0.564
282821808,0.564
282822766,-4.103
282827313,-3.128
282830921,-2.564
282835418,-2.564
282839931,-1.590
282842650,-1.590
282843774,-1.897
282848288,-3.282
282851921,-1.385
282856442,1.949
282860055,-2.000
282864578,-5.590
282869099,-1.846
282872730,1.487
282877250,-5.641
282880878,-7.077
282885369,-0.974
282889892,1.590
282893526,-5.795
282898036,-3.949
282901660,-2.615
282906183,-3.795
282910701,-5.077
282914332,-5.333
282918846,-1.590
282922462,-0.821
282926966,-3.897
282931485,-5.538
282935118,-0.051
282938753,-0.051
282939877,-0.564
282943531,-1.231
282948040,-4.872
282951666,-3.128
282954409,-3.128
282956339,0.974
282959953,-3.795
282964464,-5.231
282968986,-2.410
282972608,-3.641
282977127,-2.872
282978982,-2.872
282980779,-2.564
282985319,-2.103
282989842,0.923
282993466,-2.872
282997977,-1.333
283001602,-0.051
283006123,-0.154
283010641,-4.154
283014273,-3.641
283018790,-0.615
283022402,-1.333
283026925,-1.846
283031448,-1.795
283035070,1.538
283039810,-1.487
283043418,-2.923
283047920,-3.487
283052441,-4.923
283056076,-3.128
283060594,-4.615
283064225,-8.359
283068743,-3.333
283073262,-1.128
283076894,-4.872
283079636,-4.872
283081461,-2.769
283085083,-1.026
283087802,-1.026
283089730,0.718
283093356,-0.308
283097858,-4.000
283102395,-2.923
283106029,1.026
283110549,-5.436
283114160,-5.231
283118683,-1.538
283123203,-0.769
283126834,-2.769
283131346,-2.974
283135197,-2.205
283139716,1.487
283143333,-4.256
283147851,-6.821
283152373,-1.385
283156008,1.897
283160528,-4.513
283164140,-2.821
283168662,-1.231
283173180,-0.974
283176811,-2.615
283180440,-2.615
283181351,-3.077
283184955,-1.846
283189464,1.897
283193984,-4.256
283197606,-5.487
283202128,-3.538
283205759,-0.410
283210278,-2.615
283214801,-5.282
283218419,-2.051
283221144,-2.051
283223044,1.026
283226696,-4.256
283228551,-4.256
283231479,-4.667
283235111,-1.795
283239633,1.128
283243264,-3.231
283247785,-6.154
283252307,-0.718
283255919,0.051
283260411,-5.385
283264914,-1.333
283268548,-3.231
283273068,-2.308
283276693,-2.308
283281215,-2.103
283285739,-0.872
283289371,0.615
283293884,-5.487
283297496,-5.590
283302011,-2.564
283306530,-0.923
283310163,-2.410
283314683,-3.436
283318299,0.256
283322820,-1.641
283324650,-1.641
283326661,-3.333
283331184,-6.154
283335702,-3.077
283339334,-0.410
283343857,-4.974
283347487,-4.000
283352010,-2.615
283354752,-2.615
283355765,-2.974
283360291,-4.821
283364814,-5.897
283367529,-5.897
283368576,1.026
283373097,0.769
283376723,-3.231
283381242,-2.667
283382182,-2.667
283384895,0.564
283389416,0.564
283393928,-4.718
283397555,-3.282
283402077,-0.256
283405708,3.128
283410228,-5.179
283414751,-4.205
283418381,2.256
283421123,2.256
283423134,-2.308
283426767,-5.282
283431270,-2.256
283434896,-1.949
283439418,-1.385
283443935,-4.872
283447558,-5.590
283452076,-1.436
283455708,1.231
283460228,-3.846
283464750,-3.487
283468381,-1.897
283472899,-0.821
283477403,0.205
283481036,-4.718
283483780,-4.718
283485576,-2.667
283487431,-2.667
283488418,-2.667
283489376,1.179
283493897,-3.487
283497510,-4.872
283502031,-2.974
283506551,0.821
283510183,-6.103
283514701,-3.436
283517441,-3.436
283518567,-1.538
283523089,1.026
283526724,-3.538
283531244,-2.000
283534874,-0.205
283539396,0.154
283543909,-4.564
283547527,-6.615
283552031,0.667
283555663,0.256
283560360,-3.897
283564882,-2.667
283568514,-0.718
283573029,-1.795
283576640,-1.282
283581160,-4.154
283584793,-4.154
283585700,-4.103
283589346,-2.718
283593863,-3.128
283597489,-1.282
283602011,-0.923
283606531,1.590
283610162,-2.667
283613795,-2.667
283614918,-2.256
283618569,1.538
283621313,1.538
283623213,1.333
283626846,-5.795
283631368,-2.923
283634981,-0.769
283639474,-2.154
283643994,-4.923
283647615,-7.026
283652137,0.769
283655769,-1.590
283660288,-5.026
283664811,-2.513
283668419,-1.744
283672921,0.718
283676554,-3.231
283681073,-2.051
283685592,-0.564
283689228,0.462
283693744,-7.026
283697376,-3.436
283701898,-2.000
283706421,-1.436
283710027,-0.615
283714767,-2.923
283718382,-0.872
283722899,1.282
283727403,-6.256
283731037,-3.590
283735557,-4.205
283739183,-2.667
283743703,-4.667
283748223,-3.590
283751855,-5.487
283754598,-5.487
283756507,-3.026
283760139,-5.487
283764662,-4.410
283768286,-3.385
283772806,0.308
283777328,-4.051
283780939,-5.641
283785451,-1.179
283786393,-1.179
283789094,1.026
283793614,-5.282
283798133,-2.872
283801755,-3.590
283806259,-1.128
283807198,-1.128
283810126,-4.513
283814674,-5.795
283818291,-0.308
283822812,0.000
283827335,-5.538
283830941,-5.949
283835461,-0.308
283839071,-2.564
283843580,-2.615
283848101,-4.359
283851725,-4.564
283856242,-3.026
283859874,-5.282
283864395,-5.538
283868909,-2.974
283872528,0.103
283877032,-2.000
283881552,-0.410
283885184,-0.564
283887898,-0.564
283889830,-0.821
283893442,-1.795
283897961,-3.077
283901576,0.256
283903432,0.256
283906358,1.538
283909980,-3.795
283914473,-3.590
283918993,-4.718
283922620,-0.769
283927136,-2.513
283930767,0.051
283935286,-3.231
283939809,1.128
283943428,-5.744
283947948,-2.000
283951574,-1.231
283956093,-0.256
283960613,-5.949
283964243,-4.923
283968747,-0.154
283972377,-0.974
283976901,-1.846
283981424,-2.974
283985028,-1.590
283988638,-1.590
283989546,0.769
283993179,-4.154
283997691,-3.846
283999518,-3.846
284001556,-1.487
284006074,-1.692
284010594,-1.128
284014225,0.051
284018744,0.103
284021487,0.103
284022499,-4.359
284027031,-3.077
284031551,-0.769
284035183,-0.308
284039701,2.513
284043332,-3.795
284047851,-6.051
284052373,-3.897
284056008,0.923
284060527,-5.590
284064140,-6.308
284068662,-4.615
284073182,0.718
284076815,-3.128
284081329,-1.641
284084932,-1.333
284089454,-0.256
284093981,-2.462
284095827,-2.462
284097848,-3.026
284101506,0.103
284106030,-2.513
284110550,-0.769
284114160,0.154
284118682,-4.974
284123202,0.974
284126834,-5.282
284131346,-1.590
284134952,-2.308
284139464,-2.410
284143985,-4.769
284147616,-4.000
284152137,-2.923
284154881,-2.923
284155896,-3.744
284160403,-5.436
284164018,-1.897
284168530,1.487
284173049,0.564
284176660,-3.949
284181182,-3.538
284185702,-2.410
284189333,0.205
284190273,0.205
284192985,-4.513
284197752,-7.077
284202275,-1.487
284205883,2.308
284210389,-4.410
284214007,-5.538
284218519,-4.308
284223032,-2.000
284226640,-2.256
284231162,-2.154
284235683,-0.615
284239317,2.000
284243840,-4.103
284247462,-5.436
284251965,-1.846
284256484,1.897
284260117,-5.795
284264640,-2.821
284268271,-0.205
284272792,0.205
284277315,-1.590
284280940,-1.897
284285459,0.513
284288178,0.513
284289193,-1.641
284291261,-1.641
284293973,-5.744
284297594,-6.769
284302106,-2.256
284305738,-0.718
284310259,-1.846
284314782,-0.923
284318398,0.410
284322899,-1.795
284326514,-2.667
284331037,-3.590
284335557,-2.513
284339164,1.949
284343686,-6.205
284348206,-4.051
284351837,0.564
284356359,-1.846
284359980,-3.538
284364476,-4.410
284368996,-1.692
284372618,-2.308
284377140,0.256
284380770,-6.205
284385290,-3.590
284389125,-1.231
284392757,-1.231
284393667,-0.564
284398187,-0.923
284401810,0.974
284404527,0.974
284406489,-1.641
284410122,-5.282
284414644,-5.949
284418276,-5.026
284421022,-5.026
284422923,-0.872
284426572,-1.949
284431092,-4.923
284435612,-2.359
284439243,-0.359
284443748,-6.154
284447379,-5.795
284451902,-0.513
284456424,-4.462
284460028,-5.077
284464530,-3.949
284468161,-3.436
284472670,-0.359
284477189,-6.872
284480799,-2.462
284481738,-2.462
284485554,0.769
284489170,0.154
284493692,-3.487
284497326,-8.103
284501835,-1.487
284506357,0.462
284509981,-6.974
284514478,-1.795
284518999,-0.154
284522622,0.000
284527144,-6.308
284530775,-2.769
284535293,0.205
284539815,-0.667
284543438,-4.974
284547958,-5.795
284551574,-1.436
284554317,-1.436
284556236,1.333
284560057,-5.282
284564578,-9.128
284568210,-0.513
284572730,-1.692
284577250,-3.333
284578189,-3.333
284581124,-5.231
284585644,-0.205
284589276,1.487
284593790,-6.000
284594729,-6.000
284597441,-3.795
284601963,-1.538
284606481,1.333
284610113,-3.026
284614637,-5.846
284618269,-1.026
284622789,1.744
284627310,-6.718
284630919,-3.538
284635416,0.308
284639028,-1.487
284643540,-4.821
284648054,-5.333
284651660,-0.103
284656182,1.231
284659814,-6.513
284664317,-5.487
284668840,-0.359
284672462,2.872
284675181,2.872
284677191,-6.462
284680807,-7.897
284685326,0.410
284688045,0.410
284689083,-1.385
284693604,-4.308
284695431,-4.308
284698145,-4.769
284701778,-0.821
284706280,-4.051
284709896,-5.692
284714417,-6.154
284718931,-1.949
284722548,1.179
284727071,-5.128
284730703,-5.077
284735222,-2.205
284739743,-2.718
284743377,-3.744
284747879,-4.513
284751507,-0.718
284756030,2.256
284760550,-6.513
284764160,-4.564
284768683,0.154
284771426,0.154
284772549,1.333
284777098,-7.333
284780730,-7.077
284785249,0.256
284789767,1.846
284793382,-4.923
284796123,-4.923
284797919,-4.974
284801574,0.564
284806094,-2.462
284810613,-5.128
284814243,-7.282
284818747,-0.872
284821490,-0.872
284822502,2.667
284827032,-6.564
284830664,-8.256
284835184,0.821
284839701,2.462
284843332,-7.282
284847851,-7.487
284851485,0.513
284856008,0.974
284860528,-7.077
284864140,-4.000
284867772,-4.000
284868898,-0.205
284872510,3.590
284877031,-6.872
284880663,-7.487
284885182,0.615
284889701,2.923
284893332,-4.769
284897851,-6.564
284901490,0.000
284906010,1.026
284910530,-6.256
284914140,-8.205
284918663,1.333
284922295,2.718
284926807,-6.821
284931301,-6.256
284934910,1.692
284939433,2.000
284943947,-6.923
284947550,-3.538
284952072,1.590
284954816,1.590
284955831,0.564
284960354,-6.615
284963988,-6.359
284968730,1.744
284972362,0.462
284976884,-6.923
284981406,-7.487
284985028,1.026
284989523,0.462
284993155,-7.282
284997665,-10.410
284998603,-10.410
285002195,2.359
285005811,1.641
285010330,-7.179
285013965,-8.769
285018477,1.897
285022997,1.641
285026613,-8.256
285031131,-7.897
285035651,3.026
285039281,2.872
285043791,-7.641
285047402,-7.128
285051923,0.974
285056444,1.692
285060048,-7.795
285060989,-7.795
285064807,-9.128
285068428,3.128
285072948,1.949
285076574,-6.872
285081093,-8.000
285085613,2.718
285087439,2.718
285088425,2.718
285089383,0.000
285093910,-9.590
285097537,-6.667
285099367,-6.667
285102081,2.103
285105712,0.615
285110230,-7.128
285114750,-6.974
285118381,4.103
285122899,-0.410
285126514,-6.872
285131037,-6.769
285135557,2.974
285139164,4.513
285143686,-8.103
285147317,-7.949
285151827,3.436
285156339,1.436
285157279,1.436
285160207,-7.692
285164753,-5.846
285168381,2.667
285172899,1.385
285176514,-7.846
285181037,-11.231
285185557,4.051
285189164,2.923
285193686,-8.000
285197317,-8.000
285200939,-8.000
285201847,1.949
285206370,2.205
285209990,-6.923
285214501,-10.462
285218133,3.077
285220867,3.077
285222777,2.769
285227326,-8.205
285230939,-6.821
285235449,2.974
285239064,-0.769
285243574,-8.308
285248094,-8.256
285251716,4.564
285253571,4.564
285255582,4.103
285260131,-8.462
285264654,-8.154
285268285,5.590
285272807,-0.051
285276441,-8.564
285280939,-8.667
285285458,3.179
285289065,4.154
285293575,-10.513
285298094,-6.615
285301718,5.026
285306244,2.051
285309876,-8.359
285314398,-10.103
285318910,3.487
285322537,3.128
285327060,-7.487
285330692,-6.308
285335211,2.564
285339731,2.872
285343354,-9.128
285347854,-8.769
285350572,-8.769
285351723,4.051
285354465,4.051
285356395,4.923
285359999,-7.179
285364501,-7.897
285368133,4.718
285372643,1.077
285377158,-10.154
285380787,-11.231
285385306,4.256
285388941,0.103
285393439,-9.026
285397960,-8.462
285401576,4.821
285402515,4.821
285406143,1.846
285409775,-8.974
285414278,-7.744
285418791,4.974
285422403,1.897
285426925,-7.487
285431447,-6.667
285435051,4.923
285439564,3.231
285441419,3.231
285443382,-8.564
285447011,-8.564
285448133,-10.359
285451755,5.179
285456254,0.051
285459886,-8.821
285464407,-9.231
285468921,4.769
285472537,3.487
285477060,-9.692
285480692,-11.487
285485211,4.000
285487927,4.000
285488967,0.256
285493482,-10.103
285498000,-8.821
285501616,5.333
285503470,5.333
285506183,4.513
285509814,-7.846
285514317,-8.205
285518839,5.385
285522461,3.026
285526965,-11.077
285530596,-8.769
285535116,4.359
285539639,4.513
285543271,-9.128
285548009,-10.256
285551625,4.769
285556147,1.128
285559952,-8.000
285564464,-8.564
285568097,5.692
285572614,1.641
285577126,-9.231
285580757,-8.769
285585276,5.026
285589800,4.000
285593427,-9.282
285597948,-8.462
285601574,5.026
285604317,5.026
285606124,2.564
285609755,-8.513
285614270,-11.231
285618790,5.436
285621514,5.436
285622526,-0.051
285627076,-8.513
285630708,-12.205
285635228,4.615
285639751,2.154
285643585,-11.333
285648105,-11.846
285651731,4.974
285656244,1.487
285659874,-10.410
285664396,-8.974
285668909,5.795
285672537,6.718
285677059,-8.974
285680691,-9.897
285685211,5.128
285689731,1.641
285693354,-9.385
285697855,-9.385
285701489,4.000
285705122,4.000
285706032,3.897
285710553,-10.769
285714164,-10.103
285718687,6.051
285722318,5.179
285726832,-9.385
285731354,-12.564
285734976,5.641
285735918,5.641
285739735,5.231
285743353,-8.000
285747856,-8.872
285751489,6.615
285754233,6.615
285756145,2.564
285759778,-11.590
285764281,-9.026
285768791,6.256
285772403,2.923
285776925,-10.000
285781448,-9.436
285785052,6.410
285789573,1.795
285793206,-9.897
285797715,-10.462
285802235,6.359
285805843,4.359
285806782,4.359
285810364,-10.051
285813999,-10.256
285818510,6.154
285823022,4.154
285826649,-12.205
285831171,-13.949
285832110,-13.949
285835017,7.282
285839522,2.154
285843155,-12.615
285847664,-10.821
285852173,6.718
285855788,2.154
285860307,-11.538
285863941,-11.795
285868440,8.154
285872960,6.051
285876576,-10.462
285881098,-10.103
285885618,7.641
285887445,7.641
285888432,7.641
285889390,3.026
285893915,-12.410
285897537,-10.256
285902060,6.564
285905692,3.128
285907518,3.128
285910230,-10.974
285914775,-9.538
285918390,7.231
285922899,1.846
285926514,-10.154
285929258,-10.154
285931288,-12.615
285934901,6.103
285939423,3.026
285943936,-9.436
285947549,-8.308
285952071,5.077
285955703,1.641
285960222,-8.513
285964741,-9.795
285968376,5.538
285972877,0.821
285976507,-8.256
285981030,-11.026
285985550,5.231
285989166,4.154
285993689,-8.923
285997320,-7.179
286001830,4.308
286006352,3.436
286008180,3.436
286010003,-7.128
286014523,-8.974
286018155,4.821
286020889,4.821
286022790,0.923
286025534,0.923
286026686,-8.667
286031211,-9.795
286034843,4.410
286039355,1.231
286043878,-9.128
286047491,-6.513
286052011,4.205
286055642,-1.026
286060163,-9.026
286064683,-8.308
286068298,5.231
286072819,3.231
286076453,-8.821
286080966,-10.051
286085487,5.077
286089092,3.333
286093604,-8.821
286097236,-10.256
286101740,4.821
286106244,1.282
286109874,-8.359
286114400,-11.385
286118913,4.154
286121648,4.154
286122771,1.333
286126420,-10.564
286130919,-7.641
286135411,3.949
286139022,5.026
286143545,-9.744
286148058,-8.103
286151682,3.641
286154426,3.641
286156356,0.359
286159984,-9.590
286164481,-8.564
286168113,4.410
286172623,2.103
286177136,-10.821
286180768,-7.897
286185288,5.128
286188923,0.974
286193428,-8.564
286197948,-9.436
286201574,5.026
286206093,1.026
286209725,-8.308
286210664,-8.308
286214287,-9.846
286217900,4.974
286222638,0.769
286227151,-8.256
286230786,-9.282
286235304,4.410
286238939,0.974
286243449,-9.179
286247969,-9.795
286251602,4.103
286256122,1.641
286259754,-9.641
286264270,-9.026
286268791,4.256
286272403,0.256
286276925,-9.333
286280556,-8.462
286285051,2.923
286287770,2.923
286289697,1.744
286293313,-7.641
286297833,-8.410
286301467,4.359
286305980,1.436
286310498,-9.385
286311440,-9.385
286314141,-7.846
286318884,4.974
286322496,3.487
286327011,-8.564
286330642,-9.333
286335163,3.128
286339682,2.667
286343298,-8.205
286347819,-7.795
286351452,4.051
286355968,1.436
286360487,-9.026
286364093,-6.308
286368607,5.077
286372239,4.154
286376737,-8.872
286381244,-8.513
286384874,4.000
286389395,3.795
286393909,-9.026
286397537,-8.205
286402060,3.692
286405692,0.000
286410212,-10.718
286411151,-10.718
286412274,-10.718
286414090,-6.821
286418609,4.923
286421352,4.923
286422363,0.615
286426904,-10.718
286431425,-9.282
286435047,4.359
286439560,-0.154
286443193,-8.154
286447702,-9.744
286452222,4.256
286455852,3.436
286460352,-8.821
286463987,-5.641
286468498,5.436
286473016,1.538
286476650,-8.462
286477588,-8.462
286481317,-4.462
286484932,4.718
286489454,1.590
286493083,-8.462
286497594,-9.077
286502117,4.154
286505749,3.128
286507576,3.128
286510475,-9.128
286513219,-9.128
286514127,-8.615
286518651,5.333
286522282,-1.333
286526788,-9.744
286531281,-6.667
286534895,4.974
286539416,3.949
286543038,-8.769
286547558,-10.769
286552081,5.692
286553936,5.692
286554895,5.692
286555872,1.179
286559711,-9.590
286564220,-8.974
286568743,5.077
286572375,5.436
286576898,-9.641
286580530,-9.026
286585028,4.974
286589523,1.949
286593155,-10.103
286597664,-9.333
286602184,3.846
286604020,3.846
286606059,4.462
286610579,-8.974
286614215,-6.154
286618742,4.205
286622374,3.846
286626897,-9.282
286630528,-9.846
286635028,4.718
286639523,1.692
286643155,-9.692
286647665,-10.000
286652179,4.769
286655795,1.744
286660315,-8.051
286663949,-5.282
286668461,4.769
286672982,0.872
286676602,-7.897
286681122,-10.103
286684753,4.513
286687490,4.513
286689393,-0.462
286693028,-8.923
286697537,-7.641
286700256,-7.641
286701397,4.513
286705893,3.026
286710389,-10.051
286714007,-8.974
286715853,-8.974
286718565,5.077
286723075,2.462
286726699,-10.872
286731220,-6.923
286734851,4.308
286739387,0.410
286743910,-9.846
286747537,-8.564
286752060,5.333
286755692,1.385
286760211,-9.026
286764731,-8.564
286768354,6.205
286772855,3.128
286776489,-9.333
286781012,-6.513
286785532,5.897
286789140,3.179
286793660,-10.462
286796403,-10.462
286797526,-9.077
286802074,6.154
286805706,0.564
286810227,-9.641
286813858,-8.821
286816602,-8.821
286818426,6.513
286821170,6.513
286823070,0.615
286826722,-9.282
286831243,-9.026
286834874,5.692
286839396,2.513
286843028,-10.513
286847537,-9.077
286852058,6.667
286855691,1.385
286860210,-10.051
286864730,-8.821
286868353,6.154
286872855,4.256
286876488,-10.359
286881011,-12.308
286885531,6.667
286889140,1.487
286892772,1.487
286893898,-10.923
286897511,-10.205
286902032,8.051
286905664,2.205
286910183,-11.128
286914701,-10.872
286917441,-10.872
286918352,6.513
286922854,5.026
286926488,-10.154
286931012,-7.795
286935532,6.974
286939140,2.103
286943663,-10.718
286947294,-6.667
286951808,6.513
286954523,6.513
286955535,3.436
286960074,-8.615
286964596,-11.282
286968227,6.359
286972738,3.128
286976369,-10.872
286980872,-10.923
286985373,7.282
286989007,1.231
286989947,1.231
286993791,-10.513
286997404,-10.667
287001927,7.436
287005558,3.128
287010070,-10.256
287014593,-11.897
287018224,7.487
287022745,5.692
287026376,-10.359
287030872,-11.128
287035373,6.667
287039006,2.051
287043524,-11.590
287048035,-11.077
287051669,5.795
287056191,2.974
287059823,-10.410
287064335,-10.410
287068858,6.923
287072489,2.974
287077010,-10.103
287080640,-10.205
287085161,7.385
287086101,7.385
287088113,7.385
287089133,0.821
287093647,-10.410
287097278,-12.256
287101773,6.667
287106280,0.256
287109895,-10.667
287114417,-7.487
287118040,6.256
287119870,6.256
287122575,1.692
287127098,-10.923
287130730,-10.821
287135249,6.410
287138879,1.077
287143382,-10.359
287147898,-10.359
287151512,7.333
287156035,3.538
287159668,-11.538
287164175,-12.667
287168697,6.308
287172328,1.846
287176827,-10.923
287181350,-9.333
287182289,-9.333
287185216,7.077
287188867,5.026
287193381,-10.410
287197899,-9.949
287201515,6.308
287206037,3.590
287209668,-9.436
287214175,-9.487
287218697,7.385
287220523,7.385
287221459,7.385
287222472,2.769
287227011,-8.821
287230643,-8.718
287235163,7.538
287239683,4.974
287243298,-10.154
287247819,-7.179
287251451,5.949
287255974,5.231
287260492,-10.513
287264101,-10.872
287268611,7.231
287272243,-1.128
287276756,-10.103
287278592,-10.103
287280603,-9.744
287285139,6.872
287289661,4.051
287293286,-10.410
287297806,-12.923
287301440,6.615
287305940,0.821
287310459,-10.974
287314066,-8.974
287318576,6.051
287321309,6.051
287322217,0.974
287326712,-9.846
287331233,-9.949
287334865,5.846
287339387,4.103
287343019,-9.487
287347537,-10.821
287352060,7.026
287353915,7.026
287354874,7.026
287355851,2.256
287360354,-10.256
287363989,-11.949
287368510,7.487
287373031,2.718
287374862,2.718
287376902,-11.590
287380535,-10.103
287385049,6.410
287389571,3.692
287393203,-10.359
287397720,-7.846
287401352,6.667
287405856,3.897
287410358,-10.051
287413993,-9.641
287418505,5.538
287422137,5.538
287423045,5.026
287426696,-9.538
287431218,-12.308
287434850,6.000
287439386,4.564
287443018,-9.026
287447537,-13.026
287452060,6.359
287455692,3.282
287460212,-10.256
287463844,-8.359
287468351,6.821
287471964,1.385
287476687,-10.564
287481233,-8.462
287484865,7.538
287487583,7.538
287489511,3.538
287493137,-10.667
287497652,-11.846
287502165,5.692
287505787,5.897
287510306,-10.205
287513941,-8.872
287514880,-8.872
287518614,5.692
287522245,2.103
287523185,2.103
287526801,-10.205
287531312,-8.154
287534932,5.128
287539454,0.821
287543076,-11.282
287547588,-10.615
287552111,6.359
287555744,5.179
287560459,-9.795
287564074,-5.282
287567696,-5.282
287568819,5.487
287572443,0.103
287576963,-8.564
287580594,-7.385
287585113,5.949
287589638,3.590
287593269,-11.026
287597789,-12.308
287601423,6.256
287605920,2.974
287610415,-10.769
287614031,-8.462
287618544,5.128
287621283,5.128
287622295,3.231
287624145,3.231
287626847,-10.872
287630478,-9.128
287634989,6.564
287639486,3.026
287643112,-10.051
287647627,-11.231
287652146,7.333
287655779,2.564
287660300,-11.282
287663936,-9.692
287664874,-9.692
287668717,7.128
287672349,-0.154
287676893,-10.410
287680524,-11.026
287685028,6.051
287689523,4.718
287693156,-11.641
287697665,-8.923
287702175,6.615
287705789,2.205
287710307,-10.410
287713941,-8.769
287718449,6.821
287722969,2.923
287725687,2.923
287726622,-10.513
287731145,-7.949
287734777,6.462
287739280,3.385
287743791,-9.795
287747403,-9.333
287751925,6.513
287754669,6.513
287755681,0.872
287760230,-9.846
287761169,-9.846
287764093,-12.359
287768603,6.154
287772228,1.949
287776731,-10.974
287781243,-13.282
287784874,6.974
287789396,1.077
287793027,-10.205
287797537,-12.462
287802060,5.846
287805692,3.128
287810210,-11.385
287813842,-7.846
287818353,5.692
287822855,2.923
287826489,-11.179
287831017,-11.333
287834649,6.308
287839171,3.026
287843694,-10.513
287847326,-7.744
287851828,5.897
287856350,0.872
287857289,0.872
287860216,-10.103
287863867,-4.769
287868381,5.590
287872899,0.513
287876515,-10.205
287881037,-9.231
287884669,5.846
287887395,5.846
287889300,3.897
287893814,-10.205
287897441,-11.282
287901963,6.769
287905594,4.103
287910114,-10.462
287914636,-9.846
287918268,7.128
287922787,1.487
287926421,-11.385
287927360,-11.385
287930940,-9.949
287935459,6.256
287939066,1.641
287943585,-11.641
287947207,-9.333
287951711,6.308
287953565,6.308
287955576,-0.564
287960124,-11.231
287964646,-12.256
287968278,6.769
287972802,3.692
287976434,-10.615
287980939,-8.410
287985449,6.308
287989064,3.026
287993580,-10.154
287997206,-8.718
288001711,6.667
288006233,1.436
288009864,-10.872
288014386,-9.897
288018018,5.282
288020736,5.282
288022662,0.051
288026317,-11.692
288028145,-11.692
288030858,-11.231
288035361,6.667
288038996,0.205
288043507,-10.462
288047140,-6.615
288049883,-6.615
288051898,6.462
288055532,2.667
288060028,-10.564
288064523,-7.179
288068155,6.462
288072669,-0.051
288076290,-11.385
288080796,-14.154
288085314,6.872
288088949,0.462
288093471,-10.359
288097992,-9.282
288101607,7.179
288106127,2.205
288109759,-11.487
288114267,-9.846
288118788,6.462
288122400,4.256
288126923,-11.487
288129667,-11.487
288130575,-10.872
288135123,5.641
288139645,2.667
288143278,-11.026
288146913,-11.590
288151653,6.667
288154397,6.667
288156317,3.641
288159932,-10.923
288164454,-10.769
288168076,6.769
288172596,2.872
288177118,-10.462
288180751,-7.487
288185270,6.974
288188905,2.821
288193427,-12.256
288197947,-6.667
288201572,7.641
288206092,4.000
288209724,-10.256
288214242,-9.949
288218746,6.359
288222378,3.128
288226901,-10.205
288230533,-8.564
288235051,6.205
288239573,4.051
288243206,-9.897
288247945,-7.077
288251574,7.846
288256093,3.692
288259725,-10.410
288264241,-13.333
288268745,7.231
288272375,3.077
288276898,-10.410
288280530,-11.795
288285029,6.872
288287748,6.872
288288788,2.513
288293291,-11.897
288297810,-11.231
288301445,29.641
288305942,19.385
288310453,-27.128
288314067,-23.949
288318580,29.949
288322207,13.282
288326712,-31.128
288331233,-22.308
288334869,30.974
288339391,12.359
288343242,-32.923
288347760,-22.564
288351393,32.205
288355895,15.026
288360389,-33.487
288364007,-22.667
288368529,34.000
288372162,14.769
288376675,-34.615
288381198,-22.821
288384829,33.692
288389337,15.538
288392969,-35.077
288397490,-24.769
288402011,34.154
288405642,13.231
288410161,-34.872
288413795,-23.128
288418298,33.846
288421042,33.846
288422943,13.538
288426602,-34.615
288431122,-25.487
288432949,-25.487
288434774,31.949
288435713,31.949
288439527,11.795
288443160,-33.231
288447673,-22.308
288451293,28.359
288455798,8.359
288460319,-26.051
288463954,-14.667
288468474,13.128
288472107,1.641
288476627,-14.923
288481150,-11.231
288484781,9.231
288489285,2.359
288493790,-11.795
288497403,-8.974
288501925,7.179
288505557,5.179
288510056,-11.385
288514569,-7.846
288518200,6.205
288522710,1.590
288526331,-11.333
288530845,-10.359
288532672,-10.359
288533802,-10.359
288534709,6.462
288539224,-0.308
288543743,-11.333
288547374,-7.026
288550998,-7.026
288552045,7.744
288553902,7.744
288554861,7.744
288555838,-0.513
288559666,-12.564
288564174,-9.590
288568697,8.256
288572328,3.641
288576835,-12.000
288580456,-10.564
288584954,7.436
288589464,0.615
288593086,-10.513
288597597,-10.615
288602120,6.872
288605752,1.077
288610271,-11.897
288613906,-7.795
288618428,5.385
288622948,0.256
288626574,-11.436
288628429,-11.436
288630439,-10.410
288634955,6.718
288639464,4.410
288643086,-12.821
288647598,-10.359
288652121,5.949
288655752,3.744
288660271,-11.846
288663906,-8.103
288668428,6.564
288672949,0.769
288676574,-12.205
288681093,-9.128
288684725,6.872
288687462,6.872
288689365,0.359
288693000,-11.231
288697502,-9.487
288702011,7.487
288705642,2.154
288710161,-12.615
288713795,-4.564
288718298,8.359
288722819,3.385
288725536,3.385
288726687,-12.974
288731211,-10.256
288734843,8.718
288735801,8.718
288739410,5.436
288743042,-14.513
288747558,-16.051
288752081,19.744
288755711,5.487
288760230,-21.436
288763862,-13.436
288768381,19.436
288772899,3.231
288776514,-22.513
288781037,-17.795
288784669,19.538
288789174,6.667
288793697,-22.564
288797328,-17.897
288801827,19.538
288805448,7.692
288809958,-23.077
288814464,-17.231
288818087,19.744
288820824,19.744
288821845,19.744
288822968,8.667
288826613,-24.205
288831133,-14.718
288834765,19.846
288836602,19.846
288839314,7.487
288842945,-23.641
288847462,-16.462
288851966,21.436
288855597,7.231
288860117,-24.462
288863752,-17.641
288868272,20.923
288872783,7.128
